id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filename,link,image_path
2001,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,ADIDAS Mens Grey Polo T-shirt,2001.jpg,http://assets.myntassets.com/v1/images/style/properties/7e1807f11ab8b45db5e51a9d834ba18b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/2001.jpg
7207,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Black Flower Print Pink Top,7207.jpg,http://assets.myntassets.com/v1/images/style/properties/b4db00735faa951e081ca92a10c7bb62_images.jpg,/content/drive/MyDrive/project_ml_uas/images/7207.jpg
31281,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Printed Grey T-shirt,31281.jpg,http://assets.myntassets.com/v1/images/style/properties/9b56fb40d961fdd5d5bffcfede93eb09_images.jpg,/content/drive/MyDrive/project_ml_uas/images/31281.jpg
48202,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,United Colors of Benetton Men Blue Sunglasses,48202.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Blue-Sunglass_30bffad9d747e41fcd379db093780336_images.jpg,/content/drive/MyDrive/project_ml_uas/images/48202.jpg
2901,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Formal,Catwalk Women Corporate Leather Black Heels,2901.jpg,http://assets.myntassets.com/v1/images/style/properties/e62f6bac3697e424e9c42727bdf08079_images.jpg,/content/drive/MyDrive/project_ml_uas/images/2901.jpg
8433,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Casual,Jealous 21 Women Jealous Ebony Brown Top Brown Tops,8433.jpg,http://assets.myntassets.com/v1/images/style/properties/b6b4907f345d163f756d4600f9b64444_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8433.jpg
4150,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,2011.0,Sports,Nike Women Dunk Purple Violet Shoe,4150.jpg,http://assets.myntassets.com/v1/images/style/properties/bd088522713348fb1cdb43bfe3a61e0a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/4150.jpg
34461,Unisex,Accessories,Bags,Backpacks,Black,Summer,2010.0,Casual,ADIDAS Unisex Black BTS Backpack,34461.jpg,http://assets.myntassets.com/v1/images/style/properties/1c638212d50f066cf6feb08fa0c9319a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/34461.jpg
29447,Men,Accessories,Watches,Watches,Bronze,Winter,2016.0,Casual,Giordano Men Bronze Dial Watch,29447.jpg,http://assets.myntassets.com/v1/images/style/properties/ae30cce79f72a75f1d601cc46ffae0c9_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29447.jpg
43924,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Femella Women Grey Top,43924.jpg,http://assets.myntassets.com/v1/images/style/properties/f79bfbdd5c18935b995bd7d417a1afc6_images.jpg,/content/drive/MyDrive/project_ml_uas/images/43924.jpg
22289,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc. 5 Women Casual Golden Flats,22289.jpg,http://assets.myntassets.com/v1/images/style/properties/68f982dd72174f9313cb20f777dd6cb0_images.jpg,/content/drive/MyDrive/project_ml_uas/images/22289.jpg
37765,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,John Players Men Yellow Check Shirt,37765.jpg,http://assets.myntassets.com/v1/images/style/properties/e97c6c9ef69190a45325b359f290457f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/37765.jpg
9555,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men Asem Cricket Crazy Blue T-Shirts,9555.jpg,http://assets.myntassets.com/v1/images/style/properties/b21905f43c20d19f0f45edf78171035b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9555.jpg
21573,Men,Accessories,Socks,Socks,Multi,Winter,2015.0,Casual,Lino Perros Men Pack of Five Pair Socks,21573.jpg,http://assets.myntassets.com/v1/images/style/properties/2d941a38c90b5ff3a24a2447b98a4692_images.jpg,/content/drive/MyDrive/project_ml_uas/images/21573.jpg
5854,Women,Accessories,Bags,Handbags,Pink,Summer,2011.0,Casual,ADIDAS Women Pink Handbag,5854.jpg,http://assets.myntassets.com/v1/images/style/properties/ff765bacfb935d26ebd72c44547cde93_images.jpg,/content/drive/MyDrive/project_ml_uas/images/5854.jpg
53684,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Kiara Women Purple Handbag,53684.jpg,http://assets.myntassets.com/v1/images/style/properties/f66d2447c67ea2b25f64268a235c5892_images.jpg,/content/drive/MyDrive/project_ml_uas/images/53684.jpg
4972,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Green White Kidswear,4972.jpg,http://assets.myntassets.com/v1/images/style/properties/1444d5d46afd24d8b02cfa41cc402b50_images.jpg,/content/drive/MyDrive/project_ml_uas/images/4972.jpg
35660,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,U.S. Polo Assn. Men Black Shoes,35660.jpg,http://assets.myntassets.com/v1/images/style/properties/e539a17448561f096999d58a84bd76c1_images.jpg,/content/drive/MyDrive/project_ml_uas/images/35660.jpg
13897,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Nike Men Mikumi Black Sandals,13897.jpg,http://assets.myntassets.com/v1/images/style/properties/f501a1f4b62fbe6a8736ad0e95184ceb_images.jpg,/content/drive/MyDrive/project_ml_uas/images/13897.jpg
54655,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,54655.jpg,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-FIBRE-CASE-LEATHER-STRAP-Blue-Watches_1a60ad1cc8adc2255eaefd945831fa53_images.jpg,/content/drive/MyDrive/project_ml_uas/images/54655.jpg
34596,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Tonga Women Navy Lace Shirt,34596.jpg,http://assets.myntassets.com/v1/images/style/properties/021980d85e499e5b52622a30e5883cf0_images.jpg,/content/drive/MyDrive/project_ml_uas/images/34596.jpg
14848,Men,Accessories,Wallets,Wallets,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Printed Beige Wallets,14848.jpg,http://assets.myntassets.com/v1/images/style/properties/06dbb30740201eecf7190f665acd558b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/14848.jpg
10573,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Heritage Navy Blue Polo Tshirts,10573.jpg,http://assets.myntassets.com/v1/images/style/properties/bfa3f18cd566ca75c0aff9d8e300e9be_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10573.jpg
39167,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aneri Women Pink Printed Kurta,39167.jpg,http://assets.myntassets.com/v1/images/style/properties/c9dfd1a9d4c2fe94ff938913f2cba025_images.jpg,/content/drive/MyDrive/project_ml_uas/images/39167.jpg
28710,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,W Women Printed Multi Coloured Kurta,28710.jpg,http://assets.myntassets.com/v1/images/style/properties/44fe289f672b68a4e7192f4d24af96b0_images.jpg,/content/drive/MyDrive/project_ml_uas/images/28710.jpg
6804,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Timberland Men's Driver Venetian Brown Shoe,6804.jpg,http://assets.myntassets.com/v1/images/style/properties/Timberland-Mens-Driver-Venetian-Brown-Shoe_39aea2eb4e90b78b2b5a2fc65b93c2e3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6804.jpg
9989,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men As Ss Cruiser Black T-Shirts,9989.jpg,http://assets.myntassets.com/v1/images/style/properties/ad95cf4ed54830fac8da2234fe0d70a2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9989.jpg
15867,Unisex,Footwear,Shoes,Casual Shoes,Silver,Fall,2011.0,Casual,Warner Bros Kids Unisex SD Silly Shoe Silver Casual Shoes,15867.jpg,http://assets.myntassets.com/v1/images/style/properties/cdc8552581501e237e3e90bc5b535e9e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15867.jpg
41676,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,41676.jpg,http://assets.myntassets.com/v1/images/style/properties/06a81918acec708636abaa6648e23edd_images.jpg,/content/drive/MyDrive/project_ml_uas/images/41676.jpg
19807,Men,Apparel,Topwear,Tshirts,White,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid White Tshirt,19807.jpg,http://assets.myntassets.com/v1/images/style/properties/5b06bfc4e1fc821b4713022b27a76545_images.jpg,/content/drive/MyDrive/project_ml_uas/images/19807.jpg
6479,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Fresh Blue T-shirt,6479.jpg,http://assets.myntassets.com/v1/images/style/properties/0155ed0c9efd14c55c56f07e51bceee2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6479.jpg
38185,Women,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Miami Blues Women Sunglasses,38185.jpg,http://assets.myntassets.com/v1/images/style/properties/b65ca87527291c284a2c7dd4bc8f5908_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38185.jpg
3478,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men's White Universal Red Stripe T-shirt,3478.jpg,http://assets.myntassets.com/v1/images/style/properties/466ba00cafb988af704b6f29da21d71e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/3478.jpg
15307,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,ADIDAS Men Daroga Two 11 Lea Brown Casual Shoes,15307.jpg,http://assets.myntassets.com/v1/images/style/properties/a8b49f132e21ab44853946920a609a9e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15307.jpg
15660,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Belkin Unisex Dash Laptop 16,15660.jpg,http://assets.myntassets.com/v1/images/style/properties/a072429f2f11b615e422e221f67ad4bd_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15660.jpg
37330,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Casio Women Sheen Grey Dial Watch SX049,37330.jpg,http://assets.myntassets.com/v1/images/style/properties/Casio-Women-Sheen-White-Chronograph-Watch_427b144ca5a8b235092c0ff9832cedec_images.jpg,/content/drive/MyDrive/project_ml_uas/images/37330.jpg
36832,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green White & Green Kurta,36832.jpg,http://assets.myntassets.com/v1/images/style/properties/b45d1abc8caf452516434fb3b49c17eb_images.jpg,/content/drive/MyDrive/project_ml_uas/images/36832.jpg
16846,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Men Funky Eyewear Brown Sunglasses,16846.jpg,http://assets.myntassets.com/v1/images/style/properties/3a1f8dc480f44529088d1e9929230454_images.jpg,/content/drive/MyDrive/project_ml_uas/images/16846.jpg
29295,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Women Printed White T-shirt,29295.jpg,http://assets.myntassets.com/v1/images/style/properties/e34c5a667f42f8c483917f674d28d0be_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29295.jpg
32611,Men,Accessories,Belts,Belts,Brown,Spring,2013.0,Casual,Levitate Men Brown Leather Belt,32611.jpg,http://assets.myntassets.com/v1/images/style/properties/8518f97f09d652eff697e03776815e04_images.jpg,/content/drive/MyDrive/project_ml_uas/images/32611.jpg
56878,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,HM Women Silver Heels,56878.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Silver-Sandals_ee76b1f1e0e757625ad45e872068b6f4_images.jpg,/content/drive/MyDrive/project_ml_uas/images/56878.jpg
3530,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Turn Me On Black T-shirt,3530.jpg,http://assets.myntassets.com/v1/images/style/properties/5eae1b9a2e20789df758a117200dbf4b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/3530.jpg
49676,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,49676.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Black-Sunglass_c5a0086a7232c0168b784fcd27cb70df_images.jpg,/content/drive/MyDrive/project_ml_uas/images/49676.jpg
40941,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pretty Pink Top,40941.jpg,http://assets.myntassets.com/v1/images/style/properties/bc025ebc8384d35559c6681c218a8760_images.jpg,/content/drive/MyDrive/project_ml_uas/images/40941.jpg
38235,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,38235.jpg,http://assets.myntassets.com/v1/images/style/properties/65e73345297280bc478da1a913b4c8fd_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38235.jpg
20830,Unisex,Accessories,Bags,Handbags,Navy Blue,Summer,2011.0,Sports,Nike Unisex Solid Navy Blue Bag,20830.jpg,http://assets.myntassets.com/v1/images/style/properties/a0f794a9fc0d43dd6e6e99dacc75785f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/20830.jpg
34862,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Men Zapato Del Barco Grey Shoes,34862.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Zapato-Del-Barco-Grey-Shoes_b1a81def4e79ecab46e311359b0bd9b2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/34862.jpg
3336,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Men's Mumbai Indians Rage Blue T-shirt,3336.jpg,http://assets.myntassets.com/v1/images/style/properties/1559631f6b62a3c8578c7fe739ac5082_images.jpg,/content/drive/MyDrive/project_ml_uas/images/3336.jpg
27574,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Scullers Men Printed Blue T-Shirt,27574.jpg,http://assets.myntassets.com/v1/images/style/properties/85d2fa42b1b6d38b48ac666d31d8fd61_images.jpg,/content/drive/MyDrive/project_ml_uas/images/27574.jpg
26897,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Jealous 21 Women White Top,26897.jpg,http://assets.myntassets.com/v1/images/style/properties/bad3524de06fbeb9e0f40bf728d13fd7_images.jpg,/content/drive/MyDrive/project_ml_uas/images/26897.jpg
52623,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Mod'acc Women Black & Grey Handbag,52623.jpg,http://assets.myntassets.com/v1/images/style/properties/Modacc-Women-Black-Handbag_237861c375eaa046cf88830f2477a550_images.jpg,/content/drive/MyDrive/project_ml_uas/images/52623.jpg
36798,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Men Silver Dial Ssteele Watch,36798.jpg,http://assets.myntassets.com/v1/images/style/properties/e1475a1a7bcf5a0015d486ee9ffc1220_images.jpg,/content/drive/MyDrive/project_ml_uas/images/36798.jpg
34075,Women,Footwear,Shoes,Heels,White,Fall,2012.0,Formal,Clarks Women Henderson Toy Bone Leather White Flats,34075.jpg,http://assets.myntassets.com/v1/images/style/properties/e7ed0cf78d6d132f65ac049f8e95fc00_images.jpg,/content/drive/MyDrive/project_ml_uas/images/34075.jpg
9789,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Puma Women Opulence Logo Plus Purple T-Shirts,9789.jpg,http://assets.myntassets.com/v1/images/style/properties/78641deea405b3abd63cb3005246d29f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9789.jpg
36769,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,36769.jpg,http://assets.myntassets.com/v1/images/style/properties/c9ca010ea281fd8a4b6a83ed7609faad_images.jpg,/content/drive/MyDrive/project_ml_uas/images/36769.jpg
29040,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men NBA Blue T-shirt,29040.jpg,http://assets.myntassets.com/v1/images/style/properties/6c0dae540fa3def925247fce6b9dee66_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29040.jpg
5218,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015.0,Casual,Wildcraft Unisex Red Backpack,5218.jpg,http://assets.myntassets.com/v1/images/style/properties/1f750fb8c495757b13e3c19db1af0bde_images.jpg,/content/drive/MyDrive/project_ml_uas/images/5218.jpg
15436,Women,Accessories,Bags,Handbags,Maroon,Fall,2011.0,Casual,Hidekraft Women Leather Maroon Handbags,15436.jpg,http://assets.myntassets.com/v1/images/style/properties/0cd83633bada930b9654965419ddcdca_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15436.jpg
29108,Unisex,Accessories,Socks,Socks,Brown,Summer,2012.0,Casual,Puma Unisex FTPA Quarters Brown Socks,29108.jpg,http://assets.myntassets.com/v1/images/style/properties/1c11effd9b2428b7de17e805cb4ba123_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29108.jpg
27034,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Heels,27034.jpg,http://assets.myntassets.com/v1/images/style/properties/1b63a1aba91f2d37e91a45bd92d84331_images.jpg,/content/drive/MyDrive/project_ml_uas/images/27034.jpg
36104,Men,Accessories,Wallets,Wallets,Brown,Fall,2012.0,Casual,OTLS Men Brown Zebra Wallet,36104.jpg,http://assets.myntassets.com/v1/images/style/properties/OTLS-Men-Brown-Zebra-Wallet_a63d5fcd15f0ecb6460f5e206858144d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/36104.jpg
27678,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Handbag,27678.jpg,http://assets.myntassets.com/v1/images/style/properties/008d48cc4edd8bd05ed6f6a8a0ccae66_images.jpg,/content/drive/MyDrive/project_ml_uas/images/27678.jpg
29907,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Genuine Leather Watch,29907.jpg,http://assets.myntassets.com/v1/images/style/properties/bfb1f44a3d4ae238b3c9c678e70638da_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29907.jpg
10563,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Large Logo Ringer Black Tshirts,10563.jpg,http://assets.myntassets.com/v1/images/style/properties/2ea59937d1b414de6894e2bb42a4f004_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10563.jpg
45615,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Shoes,45615.jpg,http://assets.myntassets.com/v1/images/style/properties/b8923b3136158fcc384eb1913d179ccf_images.jpg,/content/drive/MyDrive/project_ml_uas/images/45615.jpg
46869,Men,Accessories,Socks,Socks,Blue,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks,46869.jpg,http://assets.myntassets.com/v1/images/style/properties/0f7b01c070d44a399f6a6d58b0b26a15_images.jpg,/content/drive/MyDrive/project_ml_uas/images/46869.jpg
2683,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men's Red And Black T-shirt,2683.jpg,http://assets.myntassets.com/v1/images/style/properties/c5607441581dd8a8d569a78d0b8dc47b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/2683.jpg
4583,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey Backpack,4583.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Alfa-Grey-Backpack_2a67e998dbf046001455f7113c0875e4_images.jpg,/content/drive/MyDrive/project_ml_uas/images/4583.jpg
48166,Women,Accessories,Wallets,Wallets,Yellow,Winter,2016.0,Casual,Fossil Women Yellow Wallet,48166.jpg,http://assets.myntassets.com/v1/images/style/properties/60cbcd36157c1548a9c5f5e2d0c9351f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/48166.jpg
10062,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Puma Men Puma runhard tee Grey Tshirts,10062.jpg,http://assets.myntassets.com/v1/images/style/properties/821d377e49f3aa198c1937e9793099a6_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10062.jpg
30260,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,30260.jpg,http://assets.myntassets.com/v1/images/style/properties/0fb65c93f7960b36fea651ab805b13be_images.jpg,/content/drive/MyDrive/project_ml_uas/images/30260.jpg
44608,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Formal,Van Heusen Men Brown Wallet,44608.jpg,http://assets.myntassets.com/v1/images/style/properties/f4178912b6dc2e925f974476280c7168_images.jpg,/content/drive/MyDrive/project_ml_uas/images/44608.jpg
55785,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2014.0,Casual,Converse Men Navy Casual Shoes,55785.jpg,http://assets.myntassets.com/v1/image/style/properties/55785/Converse-Men-Navy-Blue-Casual-Shoes_1_199cefa09b7808998f241d1037d2cf2b.jpg,/content/drive/MyDrive/project_ml_uas/images/55785.jpg
33458,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Fiancee Taj Black Belt,33458.jpg,http://assets.myntassets.com/v1/images/style/properties/bf5f698cb082c5c39c27c66d89f42763_images.jpg,/content/drive/MyDrive/project_ml_uas/images/33458.jpg
20549,Women,Accessories,Belts,Belts,Beige,Winter,2015.0,Casual,Baggit Women Ditto Taj Beige Belt,20549.jpg,http://assets.myntassets.com/v1/images/style/properties/19314b9cf001d188e8eb726cf35ceb6d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/20549.jpg
12322,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Striped Purple Shirt,12322.jpg,http://assets.myntassets.com/v1/images/style/properties/fbcc78403cdd6551daa0b2a628078c53_images.jpg,/content/drive/MyDrive/project_ml_uas/images/12322.jpg
16862,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Idee Women Funky Eyewear Blue Sunglasses,16862.jpg,http://assets.myntassets.com/v1/images/style/properties/97f4555a4314fff2ec62143dadb0094f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/16862.jpg
21587,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,21587.jpg,http://assets.myntassets.com/v1/images/style/properties/e9aaef6467689eac974ad5658d3f1d5f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/21587.jpg
38945,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,38945.jpg,http://assets.myntassets.com/v1/images/style/properties/8eec0347ac13be340a3a1abb22dd24d5_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38945.jpg
7499,Women,Apparel,Topwear,Tshirts,Peach,Summer,2011.0,Sports,Nike Women's Peach Polo T-shirt,7499.jpg,http://assets.myntassets.com/v1/images/style/properties/1b1f0a332e5dd5c73629ddec46e0897a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/7499.jpg
32318,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch,32318.jpg,http://assets.myntassets.com/v1/images/style/properties/ba2c9acf621abdcaca1d05fbc0dca990_images.jpg,/content/drive/MyDrive/project_ml_uas/images/32318.jpg
11543,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Solid Grey Kurtas,11543.jpg,http://assets.myntassets.com/v1/images/style/properties/568e6aff9c5e732a00f0b1ed84591645_images.jpg,/content/drive/MyDrive/project_ml_uas/images/11543.jpg
29738,Women,Accessories,Bags,Handbags,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,29738.jpg,http://assets.myntassets.com/v1/images/style/properties/39d37f8870f9e30dab2996f74b4edb01_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29738.jpg
38290,Girls,Apparel,Topwear,Tops,Turquoise Blue,Summer,2012.0,Casual,Kids Ville Girls Turquoise Blue Top,38290.jpg,http://assets.myntassets.com/v1/images/style/properties/02012c4736e7a3cae2bab8857fa62b33_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38290.jpg
26714,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Large Logo Green T-shirt,26714.jpg,http://assets.myntassets.com/v1/images/style/properties/ccf1fb6fbe757033302fbcd23a35d575_images.jpg,/content/drive/MyDrive/project_ml_uas/images/26714.jpg
23079,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Arrow Sport Men Green Solid Shirt,23079.jpg,http://assets.myntassets.com/v1/images/style/properties/b5406d3d8f631f93b360c85f0038e9a7_images.jpg,/content/drive/MyDrive/project_ml_uas/images/23079.jpg
26411,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Turtle Men Check Red Shirt,26411.jpg,http://assets.myntassets.com/v1/images/style/properties/5741a859b0b47d3cdec2d1fab8286545_images.jpg,/content/drive/MyDrive/project_ml_uas/images/26411.jpg
3163,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2010.0,Sports,Nike Women Downshifter Grey Black Shoe,3163.jpg,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-Downshifter-Grey-Black-Shoe_24fa9246bd9c7390ec8172ca884e9577_images.jpg,/content/drive/MyDrive/project_ml_uas/images/3163.jpg
8471,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers For Her Women Wow Woven Purple Shirts,8471.jpg,http://assets.myntassets.com/v1/images/style/properties/a145f8bd61b42deb016b612afda3ddcf_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8471.jpg
38194,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Men Sunglasses,38194.jpg,http://assets.myntassets.com/v1/images/style/properties/95104be77090dbe84d91f4410471b3f8_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38194.jpg
20544,Women,Accessories,Belts,Belts,Beige,Winter,2015.0,Casual,Baggit Women Yacho Jhuti Beige Belt,20544.jpg,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Yacho-Jhuti-Beige-Belt5658260e625de8ec44c65606b7c63be5_images.jpg,/content/drive/MyDrive/project_ml_uas/images/20544.jpg
8129,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Grey Brass Buckles Brown Belts,8129.jpg,http://assets.myntassets.com/v1/images/style/properties/4fa64260bfff1039b0296b249f78cee6_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8129.jpg
4235,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Probase Men's Aircorp Brown Tshirt,4235.jpg,http://assets.myntassets.com/v1/images/style/properties/3fac722c11e3df946f27afd88339d2f6_images.jpg,/content/drive/MyDrive/project_ml_uas/images/4235.jpg
25634,Women,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,Fastrack Women Black Dial Watch N6035SL02,25634.jpg,http://assets.myntassets.com/v1/images/style/properties/fe3424d931ed5d56a13d5e6389c1032d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/25634.jpg
